,title,description,creator,source,publisher,date,contributor,language,rights,relation,format,type1,identifier,coverage,zotero_genre,zotero_distributor,zotero_director,z_performer,zotero_episode_number,zotero_language,zotero_network,zotero_audio_recording_format,zotero_label,zotero_running_time,zotero_num_pages,zotero_place,zotero_publisher,zotero_issn,zotero_isbn,zotero_issue,zotero_publication_title,z_url,zotero_volume,zotero_short_title,z_ref,type2,files,tags
1510,French consul visits Old Town,"FranÁois Gauthier, former French consul to Boston and New England, and FranÁoise Gauthier visit Old Town, Maine, and the University of Maine's Franco-American Centre to learn more about Maine's French heritage.","Hauger, Nok-Noi",,,2006 September 23-24,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/8818350"">8818350</a>","2006, Old Town, Maine",,,,,,,,,,,,"Bangor, Maine",,,,,Bangor Daily News,French consul visits Old Town @ Google News,,,,,,Bangor ME;French Island ME;Government and Politics;Greenville ME;Indian Island ME;Milford ME;Native Americans;Old Town ME;Orono ME;Veazie ME
1511,Our Franco-American heritage,"Transcript of a speech given to the mayor and town council of Loudon, France, from Maine attorney Severin Beliveau upon his trade mission there with Maine governor, John Baldacci. The speech addresses the history and breadth of Maine's Franco American communities.","BÈliveau, SÈvÈrin ",,,2005 December 12,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/8818350"">8818350</a>","2005, Maine, Loudon, France",,,,,,,,,,,,"Bangor, Maine",,,,,Bangor Daily News,http://news.google.com/newspapers?id=dBI9AAAAIBAJ&sjid=kC4MAAAAIBAJ&dq=franco-american-centre&pg=4461%2C3281286,,,,,,Acadians;Business and Economics;Education;Family;France;Genealogy;Government and Politics;Lewiston ME;Maine;New England;QuÈbec;Rumford ME
1512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513,Orono's Franco-American Center develops timetable,"Article on new research undertakings at the UMaine Franco-American Centre, including Professor C. Stewart Doty's historical timeline of events significant in the history of Franco American people.",Unknown,,,1994 November 17,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/9341113"">9341113</a>","1994, Orono, Maine",,,,,,,,,,,,"Portland, Maine",,,,,Portland Press Herald,http://www.pressherald.com,,,,,,Community: Customs and Social Life;Orono ME;Social History
1514,UMaine solidifies Franco-American studies path,"Article on the hiring of Susan Pinette, a full-time faculty person at the University of Maine at Orono, for the purpose of securing a minor academic concentration in ""Franco-American studies."" This academic program is one of the few of its kind.","Bonin, Gordon ",,,2000 June 17,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/8818350"">8818350</a>","2000, Orono, Maine",,,,,,,,,,,,"Bangor, Maine",,,,,Bangor Daily News,http://www.bangordailynews.com/archive.html,,,,,,Education;Ethnicity and Collective Identity;Orono ME
1515,Exploring the Canada Road : Delving into his past leads man along ghostly route,"Article on geographer and anthropologist Barry Rodrigue's exploration and excavation of the Old Canada Road, or the stretch of land between central Maine and the Canadian border that traverses the northwestern part of the state. This route is known to have been traveled by migrant workers and emigrants - now mostly tourists - between Quebec and New England. The article connects Rodrigue's work to the cultural heritage work of Yvon Labbe, whose efforts to publicize a tourism corridor along the same route were acknowledged and bolstered by the support of Maine and Quebec government officials.","Weber, Tom ",,,1997 July 19-20,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/8818350"">8818350</a>","1997, Maine",,,,,,,,,,,,"Bangor, Maine",,,,,Bangor Daily News,Exploring the Canada Road... @ Google News (full text available here),,,,,,Bingham ME;Canada;Emigration and Immigration;Ethnicity and Collective Identity;Genealogy;Jackman ME;Kennebec River Valley;Lewiston ME;Maine;Moose River Valley;QuÈbec;Social History;Travel and Movement
1516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517,"From ""Acadien"" to ""Cajun"" to ""Cadien"" : Ethnic Labelization and Construction of Identity","An essay on the origins and historical transformation of the term ""Cajun"" in the context of French Louisiana. An historical etymology of ""Cajun"" and an analysis of its usage from its 17th century iterations to those of the present day. An attempt at framing the historical context for a definition of Cajun ethnicity. The linguistic development and social impact of an ethnic label.","Henry, Jacques",,,1998 July,,"English, with some franÁais",,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/478200962"">478200962</a>;<a href="" http://www.worldcat.org/oclc/209676066"">209676066</a>",17th century - 20th century; Louisiana,,,,,,,,,,,,,,0278-5927,,4,Journal of American Ethnic History,http://www.jstor.org/stable/27502336  http://www.press.uillinois.edu/journals/jaeh.html,17,,,,https://francolibrary.com/archive/files/7fdf20ffe4b5ca982fbee8399273df41.jpg,Abbeville LA;Acadians;Acculturation and Assimilation;Alabama;Creoles;Ethnicity and Collective Identity;Houma LA;Lafayette LA;Language and Linguistics;Louisiana;Mississippi;Mississippi River Valley;Native Americans;Nonfiction;Nonfiction -- Ethnic Studies;Texas
1518,Chez nous (Our Old QuÈbec Home),"A series of graphic and sentimental depictions of different elements significant to home and community in rural Quebec. 21 chapters for as many subjects - some of simple descriptions with warmth in detail, others related as narrative in the manner of folktale. Illustrated in black-and-white captioned drawings. Contains a note from the translator on his admiration for the original text. Originally published in 1914 by L'Action social catholique in QuÈbec.

","Rivard, Adjutor",Texte intÈgral (version franÁaise),McClelland & Stewart,1924 (1914),"Blake, William Hume (translation);Jackson, A.Y. (illustrations)",en (trans.),,,,Book,"<a href=""http://www.worldcat.org/oclc/1962661"">1962661</a>",1900s; QuÈbec,,,,,,,,,,,201,"Toronto, Ontario",,,,,,Chez Nous... @ Google Books,,,,,https://francolibrary.com/archive/files/a6b9885de59082c20d389a81fb647db6.jpg,Art and Architecture;Community: Customs and Social Life;Death and Disaster;Family;Farming and Agriculture;Fiction and Literature;Folklore;Literary Works;Literary Works -- Other;QuÈbec;Religion
1519,The American Labor Movement,"A first-person history of the American labor movement - the growth of labor unions and the development of collective worker consciousness from the middle of the nineteenth century until the middle of the twentieth. A century of labor in primary sources. A selection of newspaper articles, government hearing transcripts, interviews, and other publications from the labor movement, its observers, and its dissenters, guided and framed by the author to clarify historical context. Brief sections from the Amoskeag Manufacturing Corporation of Manchester, New Hampshire, as well as labor and industry in other New England towns. Instances of both striking and strike-breaking.
Contains the following chapter titles:  Background of Discontent Organization Responses to Unionism Weapons of Resistance Organizing the Unorganized: The 1930s Labor at Midcentury: Memories and Realities","Litwack, Leon ",,Prentice Hall,1962,,en,,,,Book,"<a href=""http://www.worldcat.org/oclc/414029"">414029</a>",1850-1950; United States,,,,,,,,,,,176,"Englewood Cliffs, New Jersey",Prentice Hall,,,,,The American Labor Movement... @ Google Books,,,,,https://francolibrary.com/archive/files/96c0d89dfc1c995aa4a12ef30cd79127.jpg,Business and Economics;Chicago IL;Colorado;Dedham MA;Fall River MA;Government and Politics;Labor History;Manchester NH;Massachusetts;Mills and Mill Work;New Hampshire;New York;New York NY;Nonfiction;Nonfiction -- History -- Labor and Social;Norwich CT;Ohio;Pennsylvania;Personal History: Biography and Oral History;Rochester NY;Social History;Taftville CT;United States;Youth
1520,The Politics of Codeswitching and Language Choice,"From the author: ""Using data from ethnographic studies of the use of French and English in Ontario and Quebec (Canada) in a variety of settings (hospital, factory, school, etc.) over the period 1978-1990, I discuss language choice as a political strategy, especially as a strategy of ethnic mobilisation. More broadly, I argue that codeswitching must be understood in terms of individual communicative repertoires and community speech economies, particularly as these are tied to a political economic analysis of the relationship between the availability and use of linguistic varieties, on the one hand, and the production and distribution of symbolic and material resources on the other.""","Heller, Monica ",,,1992,,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/43413712"">43413712</a>",1978-1990; Canada,,,,,,,,,,,,,,0143-4632,,1 & 2,Journal of Multilingual and Multicultural Development,http://www.informaworld.com/10.1080/01434632.1992.9994487,13,,,,https://francolibrary.com/archive/files/498acf4fb9bda3293bbf2eb0c3d61352.jpg,Canada;Community: Customs and Social Life;Ethnicity and Collective Identity;Government and Politics;Language and Linguistics;Nonfiction;Nonfiction -- Language and Linguistics;Ontario;QuÈbec
1521,The Social Consequences of Writing Louisiana French,"The status of French language in Louisiana over time - diversity, amalgamation, decay, revival, and current modes of expression. How the written French word in the context of Louisiana French language revival has taken on special political and social meaning. The written word as a sight for examining the connections between ""social and linguistic change"" in Louisiana. From the author: ""Studies on language shift often refer to the demise of the ousted variety by detailing various stages of language decay and extinction. Problematic for these accounts are well-documented cases of intervening social phenomena, such as language revival movements, which can alter in some way the stages of decline. French Louisiana's situation illustrates language shift interacting with a strong revival movement. In the wake of the revival and in spite of continued shift, another trend is apparent -- the writing of Louisiana French. Whereas shift clearly represents a stage of language decline, the creation of a written code functions as a key ingredient for language maintenance. A sociolinguistic analysis of these forces reveals the complexity and the conflict involved in the choice of the written word.""","Brown, Becky ",,,1993-03,,en; fr,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/484389948"">484389948</a>",17th century - 20th century; Louisiana,,,,,,,,,,,,,,0047-4045,,1,Language in Society,"<a href=""http://www.jstor.org/stable/4168410"">http://www.jstor.org/stable/4168410</a><br />",22,,,,https://francolibrary.com/archive/files/8a9a130995ce258d3df793b2bbf1110d.jpg,Acadiana LA;Acadians;Acculturation and Assimilation;Creoles;Demography;Fiction and Literature;France;Government and Politics;Haiti;Language and Linguistics;Louisiana;Native Americans;New Orleans LA;Nonfiction;Nonfiction -- Language and Linguistics;Nova Scotia
1522,The Cajunization of French Louisiana : Forging a Regional Identity,"Historical transformation of the term ""Cajun"" in Louisiana - its meaning, scope, and usage, as well as its blurring of the state's diversity of French lineages. Influence of the term ""Cajun"" on the cultural awareness of the Louisiana French, and the impact of Louisiana French cultures on the region's geography. State case-study exploration that provides definitional and territorial figures regarding the term ""Cajun,"" and the changes in these figures and their geography over time.  From the author: ""French Louisiana is the only remnant of France's vast Mississippi Valley empire and its only effectively settled region in the eighteenth century. It remains today one of the most distinctive culture regions of the United States. However, perception of French Louisiana does not reflect its reality. The French population of Louisiana is very diversified in terms of its origins. Despite this diversity, French Louisiana is now usually associated exclusively with Cajuns, a word which until recently was considered derogatory. The beautification of the Cajun identity began to take place in the late 1960s. It was followed by a gradual Cajunization of the white French Louisiana identities and of the regional ethnic territory. However, this process of Cajunization remains incomplete because black Creoles and French-speaking Indians remain unintegrated. Hence, the apparent ethnic homogeneity of French Louisiana, viewed from the outside, contrasts sharply with the cultural variety of its communities.""","TrÈpanier, CÈcyle ",,,1991 July ,,English,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/481914879"">481914879</a>","17th century - 20th century, Louisiana",,,,,,,,,,,,,,0016-7398,,2,The Geographical Journal,http://www.jstor.org/stable/635273  http://www.blackwellpublishing.com/journal.asp?ref=0016-7398,157,,,,https://francolibrary.com/archive/files/3b18991e2a56f5d4427025642873e8fd.2,Acadians;Atchafalaya River Valley;Baton Rouge LA;Creoles;Demography;Ethnicity and Collective Identity;Geography;Lafayette LA;Lafourche Parish LA;Language and Linguistics;Louisiana;Marksville LA;Mississippi River Valley;Native Americans;New Orleans LA;Nonfiction;Nonfiction -- Ethnic Studies;Terrebonne Parish LA;Westwego LA
1523,Spoonwood,"The most recent novel in Hebert's acclaimed ""Darby Series,"" depicting realities of family and class in a fictional New Hampshire town. After the death of a young mother in childbirth, and with her wealthy parents seeking custody for the newborn son, a troubled, young working-class father escapes town with his child. From Dartmouth College Press and the University Press of New England: ""After almost fifteen years, Hebert has returned to this rich literary landscape for a new novel of the changing economic and social character of New England. Hebert‚‚Ç¨‚Ñ¢s previous Darby novel, 'Live Free or Die,' recounted the ill-fated love between Freddie Elman, son of the town trash collector, and Lilith Salmon, child of Upper Darby gentility. At its conclusion, Lilith died giving birth to their son. As Spoonwood opens, Freddie, consumed by grief and anger and struggling with alcoholism, is not prepared to be a father to Birch. But as both his family and Lilith‚‚Ç¨‚Ñ¢s begin to maneuver for custody of the child, Freddie embarks on a course of action that satisfies none of them. Once again, Hebert masterfully conveys the natural and social landscape of contemporary rural New England. Grounded in complex, fully realized characters, Spoonwood offers Hebert‚‚Ç¨‚Ñ¢s most optimistic vision yet of acceptance and accommodation across class lines.""","Hebert, Ernest ",,Dartmouth College Press,2005,,English,,,,Book,"<a href=""http://www.worldcat.org/oclc/59755997"">59755997</a>",,,,,,,,,,,,320,"Hanover, New Hampshire",,,9.78158E+12,,,http://www.upne.com/1-58465-490-2.html  Spoonwood @ Google Books (limited preview available)  http://www.ybp.com/acad/features/1105_spoonwood.html,,,,,https://francolibrary.com/archive/files/b427f4dfd7cefa988da95cd3878c3edd.jpg,Alcohol and Drugs;Art and Architecture;Caribou ME;Death and Disaster;Family;Fiction and Literature;Frenchville ME;Keene NH;Killington VT;Literary Works -- Fiction;Maine;New England;New Hampshire;New York NY;Vermont;Youth
1524,"An Ethnic Survey of Woonsocket, Rhode Island","A case study and scientific report on ethnic make-up in Woonsocket, Rhode Island around 1930. Demographic figures on school populations, families, and communities in Woonsocket with regard to ethnicity and culture, compiled from survey data. Takes into account immigrant residents' geographic region of origin. Lacks information from Woonsocket Catholic schools because of the concurrence of what we now know as the ""Sentinelle Affair"" - a drawn-out dispute between laypersons and Church hierarchy over the preservation of national parishes. Some statistics on language usage. From the author: ""In general, the survey of Woonsocket seeks to describe the public-school population in terms of geographic origin, ethnic ancestry, ethnic fusion, and the degree of Americanism"" (9). Submitted as Ph.D. thesis at Columbia University, 1935. Republished in 1970 by Arno Press.","Wessel, Bessie Bloom ",,University of Chicago Press,1931,,English,,,,Book,"<a href=""http://www.worldcat.org/oclc/70341526"">70341526</a>","1930, Woonsocket, Rhode Island",,,,,,,,,,,336,"Chicago, Illinois",,,9.78041E+12,,,"An Ethnic Survey of Woonsocket, Rhode Island... @ Google Books",,,,,,Acculturation and Assimilation;Community: Customs and Social Life;Demography;Education;Emigration and Immigration;Ethnicity and Collective Identity;Family;Government and Politics;Nonfiction;Nonfiction -- Demography;Rhode Island;Woonsocket RI;Youth
1525,The Writing of Difference in QuÈbec,"Essay on QuÈbec literature, the collusion of nation and language, and the impact of determining either of one's own in consideration of its contrast from the model form. The author describes the ""nationalization"" of literature in QuÈbec as the production of French language literary works that, in seeking out authenticity, establish themselves in contrast to the French literature of France.","MelanÁon, Joseph ",,,1983,,English (traduction du franÁais),,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/1770272"">1770272</a>","19th century and 20th century, QuÈbec",,,,,,,,,,,,,,0044-0078,,,Yale French Studies,http://www.jstor.org/stable/2930036   http://frenchstudies.research.yale.edu//,65,,,,https://francolibrary.com/archive/files/ec084e4c4afc830bceaf5e66fbcd1053.jpg,Criticism and Review;Ethnicity and Collective Identity;Fiction and Literature;France;Gender and Sexuality;Language and Linguistics;Literary Works -- Criticism and History;QuÈbec
1526,IdentitÈ et cultures nationales : l'AmÈrique franÁaise en mutation,"Une collection d'essais sur l'Èvolution du fait franÁais en AmÈrique du Nord. La langue, les histoires, et les cultures de communautÈs francophones au Canada et aux Ëtats-Unis. Origines des expressions culturelles √† l'Èpoque actuelle. Articles divisÈs en texte par gÈographie: le Canada franÁais, l'Acadie, la communautÈ franco-ontarienne, la communautÈ franco-amÈricaine, et le QuÈbec.
Les titres suivants:
Remerciements - Simon Langlois
PrÈsentation - Simon Langlois
Un cas typique de mutation de la rÈfÈrence nationale¬†: le Canada franÁais - Simon Langlois
L‚Äôethnographie au secours de la nation. Mobilisation de la culture populaire par les lettrÈs canadiens-franÁais (1850-1900) - GÈrard Bouchard
Le QuÈbec et le Canada franÁais¬†: histoire d‚Äôune dÈchirure - Fernand Harvey
Naissance, dÈploiement et crise de l‚ÄôidÈologie nationale acadienne - J. Yvon ThÈriault
L‚Äôhistoriographie et l‚ÄôidentitÈ acadienne aux XIXe et XXe siiËcles - Jean Daigle
Des racontars des vieux √† l‚Äôautobiographie postmoderne¬†: une prise de parole identitaire acadienne - Lise Ouellet
La langue franÁaise en Acadie du Nouveau-Brunswick, symbole d‚Äôappartenance, mais pas seulement‚Ä¶ - Annette Broudreau
L‚Äôhistoriographie et la construction de l‚ÄôidentitÈ ontaroise - Jean Lapointe
Les Franco-Ontariens ont-ils droit au discours identitaire¬†? - FranÁois ParÈ
Les Franco-Ontariens vus √† travers leur littÈrature - Jules Tessier
De Canadiens franÁais des Etats-Unis √† Franco-AmÈricains¬†: une analyse des discours de l‚ÄôÈlite franco-amÈricaine - Yves Roby
Historiographie  et identitÈ collective en AmÈrique franÁaise¬†: le cas des Èlites  francophones de la Nouvelle-Angleterre, 1872-1991 - Sylvie Beaudreau et Yves Frenette
La littÈrature et la construction de l‚ÄôidentitÈ nationale¬†: la Franco-AmÈricanie - J.-AndrÈ SenÈcal
La double identitÈ de Jack KÈrouac - Catherine Wells
Les Franco-AmÈricains, la langue franÁaise et la construction de l‚ÄôidentitÈ nationale - GÈrard J. Brault
En quÈbÈcois¬†: langue de traduction, discours de l‚ÄôidentitÈ - Annie Brisset
IdentitÈ et pluralisme libÈral au QuÈbec - Guy Laforest
Bibliographie sÈlective commentÈe sur l‚ÄôidentitÈ et la nation dans l‚ÄôAmÈrique franÁaise - Jean Lamarre","Langlois, Simon (rÈdacteur)",Texte intÈgral,Presses de l'UniversitÈ Laval,1995,"Beaudreau, Sylvie ;Bouchard, Ge√å¬Årard ;Boudreau, Annette ;Brault, Ge√å¬Årard J. ;Brisset, Annie ;Daigle, Jean ;Frenette, Yves ;Harvey, Fernand ;Laforest, Guy ;Lamarre, Jean ;Simon Langlois;Lapointe, Jean ;Ouellet, Lise ;Pare√å¬Å, Franc√å¬ßois ;SenÈcal, J.-Andre√å¬Å ;Jules Tessier;The√å¬Åriault, J. Yvon ;Wells, Catherine ",fr,,,,Book,"<a href=""http://www.worldcat.org/oclc/32091322"">32091322</a>",20e siiËcle; AmÈrique du Nord,,,,,,,,,,,408,"Sainte-Foy, Que√å¬Åbec",,,9.78276E+12,,,http://www.erudit.org/livre/CEFAN/1995-2/index.htm;IdentitÈ et cultures nationales... sur Google Books,,,,,https://francolibrary.com/archive/files/f868d0512352d7a6c782faa20acaf0d2.jpg,Acadians;Burlington VT;Canada;Connecticut;Danielson CT;Emigration and Immigration;Ethnicity and Collective Identity;Fall River MA;Fiction and Literature;Holyoke MA;Journalism;Language and Linguistics;Lowell MA;Manchester NH;Nashua NH;New Brunswick;New England;New Hampshire;Nonfiction;Nonfiction -- Anthology;North Brookfield MA;Nova Scotia;Ontario;QuÈbec;Religion;Rhode Island;Southbridge MA;Spencer MA;Suncook NH;United States;Vermont;Violence;Winooski VT;Woonsocket RI;Worcester MA
1527,The Evolution of Canonical Circuits,"Origins and evolution of the QuÈbec novel - its concerns, its scope, its structure. The novel's relationship to the social, linguistic, and economic landscapes of the society from which it springs. Reflections on this relationship as concerning systems of literary or scholastic organization - encyclopedia, anthology, market - where each descriptive process depends upon certain norms and a certain historical context, and where each description has an historical impact. How war, censorship, revolution, and social criticism have shaped these terms of description historically in QuÈbec. From an issue of the journal, Poetics Today, entitled, ""National Literatures/Social Spaces.""","Imbert, Patrick ",,,1991 Winter,,English,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/6301422"">6301422</a>","19th century - 20th century, QuÈbec",,,,,,,,,,,,,,0333-5372,,4,Poetics Today,http://www.jstor.org/stable/1772711   http://poeticstoday.dukejournals.org/,12,,,,,Canada;Criticism and Review;Fiction and Literature;Literary Works -- Criticism and History;QuÈbec;War
1528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1529,Hot Lunch : In the Kitchen at Biddeford High School,"Audio recording of kitchen and cafeteria workers of Biddeford High School in Biddeford, Maine, accompanied by a video photo montage. Brief interviews during the workday and short profiles of the kitchen staff.","Dilling, Audrey;Lovell, Catherine (photography)",Watch: SLIDESHOW w/ AUDIO,,2010 February,,English,,,,Video Recording,,"2009; Biddeford, Maine",,,,,,,,,,0:04:10,,"Biddeford, Maine",,,,,,http://www.vimeo.com/9717261  http://www.audreydilling.com/about/,,,,,https://francolibrary.com/archive/files/50154d580aacbf745cd6dec2940aaf47.JPG,Biddeford ME;Community: Customs and Social Life;Education;Food;Labor History;Personal History: Biography and Oral History;Social History;Youth
1530,Paroled radical glad to be back in Maine,"Article on the return to southern Maine of Sanford native, Ray Luc Levasseur, after decades of imprisonment in federal penitentiary for convictions associated with his political activism. Includes a timeline from 1977 to 2004 of some of the major public events in Levasseur's life, as well as some bombings linked to activist groups in that time period. Republished in the New York Times Sunday Edition (8 August 2004).","Goodman, Giselle ",,,2004 August 7,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/9341113"">9341113</a>;<a href=""http://www.worldcat.org/oclc/232117688"">232117688</a>","2004, Portland, Maine",,,,,,,,,,,,"Portland, Maine",,,,,Portland Press Herald,Paroled radical glad to be back in Maine @ Portland Press Herald online archives  http://www.blythe-systems.com/pipermail/nytr/Week-of-Mon-20040802/004577.html,,,,,,Government and Politics;Portland ME;Sanford ME;Violence
1531,Hot Lunch,"Documentary radio piece on the cooks and servers - the ""lunch ladies"" - in the kitchen at Biddeford High School in Biddeford, Maine. How their work often transcends food service and their relationships with students become compassionate and somewhat parental. This recording is a student project of the SALT Institute in Portland, Maine. Broadcast by New Hampshire Public Radio on the program ""Word of Mouth,"" January 7, 2010.","Dilling, Audrey",,,2009 Fall,,English,,,,Audio Recording,,"2009, Biddeford, Maine",,,,,,,,,,0:05:11,,"Biddeford, Maine",,,,,,http://www.salt.edu/studentwork/radio/?studentwork_id=26  http://www.nhpr.org/node/28576  http://www.audreydilling.com/about/,,,,,,Biddeford ME;Community: Customs and Social Life;Education;Food;Labor History;Personal History: Biography and Oral History;Social History;Youth
1532,"No Praise, No Blame, Just So","Radio documentary piece on the violent invasion of the Waterville, Maine, convent of the Servants of the Blessed Sacrament in 1996. The death of two nuns, the recollections of surviving sisters, and how their community has chosen to live and express its forgiveness for the man at fault. This recording is a student project of the SALT Institute in Portland, Maine. Aired by National Public Radio on November 17, 2008, and now available at npr.org.","Alpert, Jessica ",,,2008 Spring,,English,,,,Audio Recording,,"2008, Waterville, Maine",,,,,,,,,,0:07:43,,"Waterville, Maine",,,,,,  http://www.npr.org/templates/story/story.php?storyId=97092716,,,,,,Community: Customs and Social Life;Death and Disaster;Family;Religion;Rome (Italy);Violence;Waterville ME
1533,Sanford's son,"Feature article on Sanford native, Ray Luc Levasseur, and his return to southern Maine following decades spent imprisoned for convictions associated with political activism. Some historical background about Levasseur, his hometown, and the reputation he acquired in Sanford as a ""wanted"" man in the 1970s and 80s. Segments of an interview with the man returned - reflections on his past, orientations toward the future. The writer of this article, the interviewer, is also a native of Sanford.","Wormwood, Rick ",,,2004 December 17-23,,English,,,,Newspaper Article,"<a href=""http://www.worldcat.org/oclc/42450194"">42450194</a>","2004, Portland, Sanford, Maine",,,,,,,,,,,,"Portland, Maine",,,,,The Portland Phoenix,http://www.portlandphoenix.com/features/top/ts_multi/documents/04335002.asp (full text available here),,,,,,Ethnicity and Collective Identity;Government and Politics;Maine;Native Americans;Portland ME;Sanford ME;Springvale ME;Violence
1534,My Blood is Quebecois,"Essay on political activist and Vietnam veteran Ray Luc Levasseur's working-class Franco background from around the mills of Sanford, Maine. The pride he has built out of the integrity of his family and his experiences of discrimination. The cultural, social, and economic origins of his political activism, and how his efforts at educating himself and the public about social injustices continued even from behind prison walls. Presented at an event organized by the University of Maine Franco-American Centre.","Levasseur, Raymond Luc ",Full text,Self-published,1992,,English,,,,Document,,"20th century; Sanford, Maine, United States",,,,,,,,,,,,,,,,,,http://home.earthlink.net/~neoludd/qbq.htm (full text available here),,,,,,African Americans;Death and Disaster;Emigration and Immigration;Essay;Ethnicity and Collective Identity;Family;Government and Politics;Labor History;Maine;Marion IL;Mills and Mill Work;Native Americans;Nonfiction;Nonfiction -- Essay;QuÈbec;Sanford ME;Springvale ME;United States;Violence
1535,"Legacy : A Biography of Rev. Armand ""Spike"" Morissette, O.M.I.","The life of Father Armand Morissette - better known as Father Spike - Catholic priest of Lowell, Massachusetts. Father Spike was widely known for his compassion and ease of friendship, as well as for his community activism and ahead-of-the-curve political and theological views. Stories and memories of the Lowell native from his birth in 1910 to the book's publication in 1985. Includes his schooling, service as chaplain to the French Navy, his relationship with Jack Kerouac, and the breadth of his participation in public life. Appended with interviews with Father Spike, as well as a selection of several of his speeches.","Chartier, Armand;Chartier, Catherine Rivard ",,Works in Progress Press,1985,,English,,,,Book,"<a href=""http://www.worldcat.org/oclc/16000329"">16000329</a>","20th century, Lowell, Massachusetts",,,,,,,,,,,120,"Boston, Massachusetts",,,,,,Legacy... @ Google Books,,,,,https://francolibrary.com/archive/files/d724384cb8145fdc54c845a86547eb78.jpg,Community: Customs and Social Life;Family;Hudson NH;Lowell MA;Massachusetts;Merrimack River Valley;New Hampshire;Personal History: Biography and Oral History;Religion
1536,Sur la langue de Kerouac,"Document de confÈrence sur la langue (anglaise et franÁaise) de l'Ècrivain Jack Kerouac - son oralitÈ, son poiËsie Ècrite, son mÈlange littÈraire de langages. L'auteur dÈclare la primautÈ de Kerouac le francophone, examinant ses oeuvres qui utilisent une langue franÁaise reclamÈe dans le milieu d'un texte anglais. Comment le franÁais figure dans les crÈations de la Beat Generation, dont les Ècritures utilisent la langue parlÈe dans une nouvelle faÁon littÈraire. L'auteur regarde aussi une entrevue de Kerouac sur la tÈlÈvision quÈbÈcoise (""Le Sel de la semaine"") √É¬† 1967, comme comparison entre deux modes du franÁais amÈricain. PubliÈ en ligne par le revue ""Canadian Literature.""","MÈnard, Jean-SÈbastien ",,Canadian Literature: A Quarterly of Criticism and Review,2005 mai,,FranÁais,,,,Conference Paper,,"20e siiËcle, Lowell, Massachusetts, New York",,,,,,FranÁais,,,,,,"London, Ontario",,,,,,http://canlit.ca/issues/195,,,,,,Criticism and Review;Ethnicity and Collective Identity;Fiction and Literature;Language and Linguistics;Literary Works -- Criticism and History;Lowell MA;New England;Poetry;QuÈbec
1537,FAROG Group : QuÈbÈkiss discussion,"Recording of a 1973 FAROG (Franco-American Resource Opportunity Group) student meeting at the University of Maine at Orono. Beginning in the early 1970s, the group would meet on a regular basis and, among other things, involve themselves in exploratory discussion. This particular meeting begins with a reflection on the song entitled ""QuÈbÈkiss,"" and turns into an exploration of identity, of college, and of ideas about ""freedom.""","Labbe√å¬Å, Yvon A. ",,,1973,"Bolduc, Claire;Colin, CÈcile;Dodge, Elizabeth Ardoin;Michaud, Maxine;Roberge, Ce√å¬Åleste ;Violette, Mark","English, with some franÁais",,,,Video Recording,,"1973, Orono, Maine",,,,,,,,,,ca. 60 mins.,,"Orono, Maine",,,,,,http://www.francoamerican.org/home.php,,,,,,Education;Ethnicity and Collective Identity;Language and Linguistics;Music;Orono ME
1538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1539,"Dictionnaire national des Canadiens franc√å¬ßais, 1608-1760","Un livre qui contient des infos sur mariages et naissances canadiens franc√å¬ßais entre 1608 et 1760. Avec des surnoms. Un ressource important pour la ge√å¬Åne√å¬Åalogiste. Souvent dit ""the red Drouin books.""",American French Genealogical Society,,American French Genealogical Society,2003,,FranÁais,,,,Book,"<a href=""http://www.worldcat.org/oclc/53920272"">53920272</a>","1608-1760, QuÈbec",,,,,,,,,,,,"Woonsocket, Rhode Island",,,9.78193E+12,,,Dictionnaire national des Canadiens franc√å¬ßais sur Google Books  http://www.ancestry.com/learn/library/article.aspx?article=2269,,,,,,Canada;Family;Genealogy;QuÈbec;Religion;Woonsocket RI;Youth
