,title,description,creator,source,publisher,date,contributor,language,rights,relation,format,type1,identifier,coverage,zotero_genre,zotero_distributor,zotero_director,z_performer,zotero_episode_number,zotero_language,zotero_network,zotero_audio_recording_format,zotero_label,zotero_running_time,zotero_num_pages,zotero_place,zotero_publisher,zotero_issn,zotero_isbn,zotero_issue,zotero_publication_title,z_url,zotero_volume,zotero_short_title,z_ref,type2,files,tags
91,"French Canada's Diaspora and Labour History
","Review of Jacques Rouillard's text, ""Ah les Etats!: les travailleurs canadiens-franÃ§ais dans l'industrie textile de la Nouvelle-Angleterre d'aprÃ¨s le tÃ©moignage des derniers migrants"" (Boreal Express, 1985) couched in a brief reflection on Franco-American history. From the text: ""More than ever it struck me as to just how elitist French Canada's historiography has been and to a large degree remains. The constitutional, nationalist, neo-nationalist, and ideological schools have all been recycling the same elitist hash: in essence a Whig interpretation from the loser's perspective. Rouillard's emigrants, however, were the survivors in the grand tradition of la survivance. Personal interests came first...""","LeBlanc, Andre",,,1987,,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/317511047"">317511047</a>",1900s; New England;Canada,,,,,,,,,,,,,,0700-3862,,Fall,Labour/Le Travail,http://www.lltjournal.ca/index.php/llt/article/viewFile/2444/2848 (full text available here),20,,,,https://francolibrary.com/archive/files/f5ef04eb02e8ea56863d4f511b389eb5.jpg,Demography;Emigration and Immigration;Essay;Ethnicity and Collective Identity;Geography;Labor History;Mills and Mill Work;Nonfiction;Nonfiction -- History -- Labor and Social;Nonfiction -- Immigration;Personal History: Biography and Oral History;QuÃ©bec;Somerville MA;Tarrytown NY
92,"Performing Family Stories, Forming Cultural Identity : Franco American MÃ©mÃ¨re Stories
","Performance studies essay on Franco American grandmothers and the formation of cultural identity through storytelling. Written by Mark and Marcia Bailey Professor at the University of Maine and co-author of ""Storytelling in Daily Life"" (Temple University Press, 2004).","Langellier, Kristin M.",Preview,,2002,,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/432533894"">432533894</a>",21st century; Maine,,,,,,,,,,,,,,1051-0974,,#1,Communication Studies,http://www.tandf.co.uk/journals/titles/10510974.asp,53,,,,https://francolibrary.com/archive/files/5ae522ec074e8dbea112456769b7d67a.jpg,Ethnicity and Collective Identity;Family;Maine;Nonfiction;Nonfiction -- Performance Studies;Performing Arts
93,L'Archipel : un commentaire personnel sur deux cultures fortes mais marginales,"De l'auteur: ""Une mission salvatrice Ã  l'Ã¢ge de dix-neuf a amenÃ© l'A. Ã  connaÃ®tre l'Archipel. Cet essai trace son pÃ©riple personnel, professionnel et intellectuel depuis la rÃ©gion culturelle mormone jusqu'Ã  l'Ã®le principale de l'archipel francophone d'AmÃ©rique et examine briÃ¨vement certains aspects de deux cultures fortes mais marginales, l'une quÃ©bÃ©coise et l'autre mormone.""","Louder, Dean",,,1996,,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/27125228"">27125228</a>",QuÃ©bec,,,,,,,,,,,,,,1165-0354,,,GÃ©ographie et cultures,http://cat.inist.fr/?aModele=afficheN&cpsidt=3275578,17,,,,https://francolibrary.com/archive/files/6cc8fafbcc5be0eab3b96b4830fe02fd.jpg,Canada;Ethnicity and Collective Identity;Language and Linguistics;Nonfiction;Nonfiction -- Geography;QuÃ©bec;Religion;United States;Utah
94,New France in New England,"Essay-like general sketch of the histories of New England and New France as they move into the migration of French Canadians to the United States around the turn of the 20th century. Some comments on the general intentions of French Canadian migrants, and whether or not their culture would persist in the United States.","Lower, A.R.M.",,,1929-04,,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/480335685"">480335685</a>","1600-1929; New France, New England, QuÃ©bec",,,,,,,,,,,,,,0028-4866,,,The New England Quarterly,http://www.jstor.org/stable/359305,2,,,,https://francolibrary.com/archive/files/b3fd6326e8392fbd40e86502055bca7f.jpg,Emigration and Immigration;England;Ethnicity and Collective Identity;Europe;Fall River MA;France;Lewiston ME;Manchester NH;Massachusetts;Nashua NH;New Bedford MA;New England;New Hampshire;Nonfiction;Nonfiction -- History -- General;Nonfiction -- Immigration;Ontario;QuÃ©bec;Religion;Rhode Island;Southbridge MA;Suncook NH;United States;Vermont;Woonsocket RI
95,"Notes on the Vocabulary of the French-Canadian Dialect Spoken in Brunswick, Maine","An exploration of French language spoken by the descendents of French-Canadian immigrants in Brunswick, Maine. Includes pronunciations and a litany of terms that differ from ""standard French.""","Locke, William N.",,,1946-05,,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/481108175"">481108175</a>","1940s; Brunswick, Maine",,,,,,,,,,,,,,0016-111X,,#6,The French Review,http://www.jstor.org/stable/380393,19,,,,https://francolibrary.com/archive/files/9e050049f41629e939293f85f4e07bd3.jpg,Brunswick ME;Language and Linguistics;Nonfiction;Nonfiction -- Language and Linguistics;QuÃ©bec;St. Lawrence River Valley
96,The Acadian Migrations,"A concise account of the Acadian migrations between 1750 and 1800, including intercontinental migration routes, community prevalance, and the political context that motivated such a tumultuous half-century in and out of Atlantic Canada.","LeBlanc, Robert G.",Full text,,1967,,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/60627975"">60627975</a>",1750-1800; North America; Europe; Caribbean,,,,,,,,,,,,,,1708-8968,,24,Cahiers de gÃ©ographie du QuÃ©bec,http://www.erudit.org/revue/cgq/1967/v11/n24/020742ar.pdf (full text),11,,,,https://francolibrary.com/archive/files/34f9d348ba250ae8630a9808d6473d12.jpg,Acculturation and Assimilation;Connecticut;Emigration and Immigration;England;Exploration and Colonization;France;Geography;Georgia;Louisiana;Maryland;Massachusetts;New York;Newfoundland;Nonfiction;Nonfiction -- Geography;Nonfiction -- Immigration;Nova Scotia;Pennsylvania;Prince Edward Island;QuÃ©bec;South Carolina;St. John River Valley;St. Lawrence River Valley;Violence
97,Franco-AmÃ©ricains et francophones aux Ã‰tats-Unis,"De l'auteur: ""13 millions d'AmÃ©ricains se sont dÃ©clarÃ©s 'd'origine franÃ§aise' lors du recensement de 1980, et un million et demi parlent franÃ§ais chez eux. La notion d'origine franÃ§aise est relativement floue, mais la rÃ©partition selon les Etats met en valeur les deux principales zones de peuplement franco-amÃ©ricains: la Louisiane et la Nouvelle-Angleterre. La rÃ©partition des francophones ressemble Ã  celle des franco-amÃ©ricains, mais de surcroÃ®t, elle rÃ©vÃ¨le l'existence de quelques Ã®lots de francophonie, dans les zones d'immigration contemporaine. La comparaison avec les italophones et les germanophones confirme l'originalitÃ© de la rÃ©partition des francophones et tÃ©moigne d'un dÃ©veloppement autonome de la langue franÃ§aise.""","Monnier, Alain",,,1987 mai/juin ,,,,,,Article dans un revue,"<a href=""http://www.worldcat.org/oclc/478606131"">478606131</a>","1980, Nouvelle Angleterre, Louisiane",,,,,,,,,,,,,,0032-4663,,#3,Population,http://www.jstor.org/stable/1532857,,,,,,Demography;Emigration and Immigration;Ethnicity and Collective Identity;France;Language and Linguistics;New England;Nonfiction;Nonfiction -- Demography;United States
98,The French Canadians in New England,"Introduction to French-Canadian immigration to New England in the second half of the nineteenth century. Observations on distribution of population by town and the organization of Catholic parishes. Written by a professor at Bowdoin College, Brunswick, Maine.","MacDonald, William",,,1898-04,,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/479765552"">479765552</a>",1820-1898; New England,,,,,,,,,,,,,,0033-5533,,3,The Quarterly Journal of Economics,http://www.jstor.org/stable/1881895,12,,,,https://francolibrary.com/archive/files/95c8bc1e33ef35f6748ba65deb075c1b.jpg,Baltic CT;Biddeford ME;Boston MA;Brewer ME;Bridgeport CT;Brockton MA;Brunswick ME;Burlington VT;Cambridge MA;Central Falls RI;Chelsea MA;Connecticut;Demography;Emigration and Immigration;Ethnicity and Collective Identity;Fairfield ME;Fall River MA;Farming and Agriculture;Fitchburg MA;Gardner MA;Great Falls NH;Grosvenordale CT;Hartford CT;Haverhill MA;Holyoke MA;Hudson MA;Indian Orchard MA;Labor History;Lawrence MA;Leominster MA;Lewiston ME;Lowell MA;Lynn MA;Maine;Manchang MA;Manchester NH;Manville RI;Massachusetts;Meriden CT;Millbury MA;Mills and Mill Work;Nashua NH;New Bedford MA;New England;New Hampshire;New Haven CT;Nonfiction;Nonfiction -- Immigration;North Adams MA;North Brookfield MA;Northampton MA;Pawtucket RI;Portland ME;Providence RI;Putnam CT;QuÃ©bec;Religion;Rhode Island;Rochester NH;Rutland VT;Saco ME;Salem MA;Somerville MA;Southbridge MA;Spencer MA;Springfield MA;Taunton MA;Vermont;Waltham MA;Waterville ME;Webster MA;Winooski Falls VT;Woburn MA;Woonsocket RI;Worcester MA
99,Resisting the Melting Pot : The Long Term Impact of Maintaining Identity for Franco-Americans in New England,"From MacKinnon and Parent - Department of Economics, McGill University: ""In this paper, we look at the emigration of approximately 1 million French-Canadians who moved to the United States, with the bulk of the migration occurring between the end of the Civil War and 1930 and with most settling in neighboring New England. What makes this episode particularly interesting is the fact that the French-Canadian immigrants exerted considerable efforts to maintain their language and to replicate their home century institutions, most notably the schooling system, in their new country. This explicit resistance to assimilation generated considerable attention and concern in the U.S. over many years.... We look at the convergence in the educational attainment of French Canadian immigrants across generations relative to native English-speaking New Englanders and to other immigrants....Additionally, we show that military service was a very important factor contributing to the assimilation process through a variety of related channels, namely educational attainment, language assimilation, marrying outside the ethnic group, and moving out of New England. Finally, when we compare Franco-Americans to French-speaking Canadians of the same generations, it is clear that Franco-Americans substantially upgraded their educational attainment relative to what it would have been if they had not emigrated.""","MacKinnon, Mary;Parent, Daniel",Full text,,2005-06,,en,,,,Journal Article,,1860-2005; New England,,,,,,,,,CIRPEE Working Paper,,63,,,,,05-17,,http://papers.ssrn.com/sol3/papers.cfm?abstract_id=739627 (full text available here),,,,,,Acculturation and Assimilation;Business and Economics;Canada;Demography;Education;Emigration and Immigration;Ethnicity and Collective Identity;Fall River MA;Holyoke MA;Language and Linguistics;Mexico;New England;Nonfiction;Nonfiction -- Education;Nonfiction -- Immigration;Nonfiction -- Social Sciences;QuÃ©bec;Religion;United States;War
100,Histoire de Montferrand : L'Athlete Canadien and Joe Mufraw,"Observations on the folklore around Joe Montferrand (Muffraw), ""[Paul] Bunyan's sometimes cook and occasional opponent,"" whose famed lumbering strength originated in QuÃ©bec lore, and whose stories moved - along with French Canadians - to New England, Minnesota, and Michigan by the late nineteenth century.","Monteiro, George",Preview (JSTOR),,1960-01-00,,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/482723018"">482723018</a>",1850-1930; New England; Michigan; Minnesota,,,,,,,,,,,,,,0021-8715,,#287,,http://www.jstor.org/stable/537599,73,,,,https://francolibrary.com/archive/files/770c931307ffa65c0d947f1a98eeb9cd.jpg,California;Emigration and Immigration;Fall River MA;Folklore;Forestry;Lowell MA;Maine;Manchester NH;Michigan;New England;New Hampshire;Nonfiction -- Sports;Providence RI;QuÃ©bec;Sports and Leisure;Vermont;Woonsocket RI
101,The Melting Pot That Boiled Over : Racial Fetishism and the Lingua Franca of Jack Kerouac's Fiction,"From the author: ""The racechanges in Jack Kerouac's fiction originate in racial fetishism. Kerouac's arrested Oedipal narratives and his related myth of Native Canadian ancestry lead to ambivalent identifications with black subjects, who exhibit characteristics that more properly belong to Kerouac's mother. These identifications exhibit a fetishistic play of presence and absence. Accordingly, Kerouac's racechanges are unstable formations designed to consolidate an ethnic minority writer's American national identity, his autochthonous link to a gendered landscape and his volatile sexuality. When Kerouac's fiction is read in 'translation,' his joual mother-tongue dramatises a psychosexual crisis in national belonging.""","Nicholls, Brendon",,,2003,,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/364620388"">364620388</a>",1935-1967; United States,,,,,,,,,,,,,,0026-7724,,#3,Modern Fiction Studies,http://www.cla.purdue.edu/english/mfs/,49,,,,https://francolibrary.com/archive/files/3421763a7f7ca0dcc844f0e74c102524.jpg,Criticism and Review;Ethnicity and Collective Identity;Fiction and Literature;Gender and Sexuality;Language and Linguistics;Literary Works -- Criticism and History;Lowell MA
102,"Writing as a Form of 'Survival' in Franco-America : Translingualism, Memory, and Identity in Robert B. Perreault and Normand BeauprÃ©","From the author: ""An issue lying at the core of analyses of ethnic writing is the way that the question of identity often generates a dialogue between writing and being. American literature in languages other than English engages with this dialogue, though the nature of this engagement is rarely given appropriate recognition in American Studies. As a step towards redressing this neglect, this article focuses on two contemporary Franco-American writers, both third-generation immigrants, Normand BeauprÃ© and Robert B. Perreault, who choose to write in the language of their ancestors, French. In doing so, they not only cope with a pride rooted in la survivance, the ideology that used to define their community, but also attempt to link their narrative to a QuÃ©bec storytelling tradition. In choosing to express themselves in their native French, they try to demarginalize it and to bring their native voice back to the center. Their works also aim at tackling the issue of code-switching, of working with a mixed and impure language â€“ an issue which has forced many Franco-American novelists to write in English rather than in French.""","Pacini, Peggy",,,2006 September,,,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/441582875"">441582875</a>","1970-2006, New England",,,,,,,,,,,,,,1477-5700,,#3,Comparative American Studies,http://www.ingentaconnect.com/content/maney/cas/2006/00000004/00000003/art00008,4,,,,,Community: Customs and Social Life;Emigration and Immigration;Ethnicity and Collective Identity;Fiction and Literature;Language and Linguistics;Literary Works -- Criticism and History;New England;QuÃ©bec
103,PrÃ©sence visible et invisible de la langue franÃ§aise dans la littÃ©rature franco-amÃ©ricaine contemporaine,"Pris de Glottopol, la revue de sociolinguistique en ligne: ""PrÃ©sence invisible dans le champ des littÃ©ratures francophone et ethnique amÃ©ricaines, la littÃ©rature franco-amÃ©ricaine de la Nouvelle-Angleterre, qu'elle s'exprime en franÃ§ais ou en anglais, est la gardienne d'une mÃ©moire francophone, d'un patrimoine culturel et linguistique qui rÃ©fute l'oubli. Peggy Pacini analyse la place de la langue franÃ§aise dans quelques romans franco-amÃ©ricains, qui y apparaÃ®t sous diffÃ©rentes formes (discours mÃ©tissÃ©, forme dialectale, franÃ§ais littÃ©raire) et y occupe diverses fonctions (incise, dialogue, narration, monologue). L'image de la langue franÃ§aise dans ces romans permet de mieux comprendre, selon l'auteure, cette dialectique du bon et du mauvais franÃ§ais qui est sÃ»rement Ã  l'origine de la disparition de cette langue au sein de cette communautÃ©.""...""TrÃ¨s peu rÃ©pertoriÃ©e, la littÃ©rature franco-amÃ©ricaine de la Nouvelle-Angleterre est devenue une prÃ©sence invisible dans le champ des littÃ©ratures francophone mais aussi ethnique amÃ©ricaine. NÃ©anmoins, qu'elle s'exprime en franÃ§ais ou en anglais, elle est la gardienne d'une mÃ©moire francophone, d'un patrimoine culturel et linguistique qui rÃ©fute l'oubli. Il sera donc question d'analyser la place de la langue franÃ§aise dans ces romans, quelle que soit la forme qu'elle prenne (discours mÃ©tissÃ©, forme dialectale, franÃ§ais littÃ©raire) et la fonction qu'elle occupe (incise, dialogue, narration, monologue). Pour cela, il faudra recontextualiser l'Ã©volution de cette langue dans ce contexte nord-amÃ©ricain particulier et son rapport Ã  l'idÃ©ologie de la survivance telle qu'elle Ã©tait vÃ©hiculÃ©e par le clergÃ© canadien franÃ§ais. De la mÃªme faÃ§on, l'image de la langue franÃ§aise dans ces romans permet de mieux comprendre cette dialectique du bon et du mauvais franÃ§ais qui est sÃ»rement Ã  l'origine de la disparition de cette langue au sein de cette communautÃ©.""","Pacini, Peggy",,,2007 janvier,,,,,,Article dans un revue,"<a href=""http://www.worldcat.org/oclc/643755913"">643755913</a>","20e siÃ¨cle, Nouvelle-Angleterre",,,,,,,,,,,,,,,,,Glottopol: Revue de sociolinguistique en ligne,http://www.univ-rouen.fr/dyalang/glottopol/numero_9.html,9,,,,,Criticism and Review;Emigration and Immigration;Ethnicity and Collective Identity;Holyoke MA;Language and Linguistics;Literary Works -- Criticism and History;Lowell MA;Manchester NH;New England;Providence RI;QuÃ©bec;Waterville ME;Woonsocket RI
104,Tay-Sachs disease in persons of French-Canadian heritage in northern New England,"From Palomaki et al: ""This study sought to determine whether persons of French-Canadian heritage in northern New England are at high risk for the lethal infantile form of Tay-Sachs disease. In order to accomplish this, death records and laboratory diagnostic records were surveyed to ascertain Tay-Sachs deaths in a cohort of 372,000 live births between 1977-1986...""","Palomaki, G.E.;Williams, J.;Haddow, J.E.;Natowicz, M.R.",Abstract,,1995-05-08,,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/3372843"">3372843</a>","1977-1986, Northern New England",,,,,,,,,,,,,,0148-7299,,#4,American Journal of Medical Genetics,http://www.ncbi.nlm.nih.gov/pubmed/7604851 (full text available here),56,,,,,Health and Wellness;Illness;New England;Nonfiction;Nonfiction -- Science and Medicine;QuÃ©bec;Scarborough ME
105,"L'Ã©migration des Canadiens franÃ§ais vers la Nouvelle-Angleterre, 1870-1910 : prises de vue quantitatives","Du texte: ""Combien de Canadiens franÃ§ais ont Ã©migrÃ© vers la Nouvelle-Angleterre? Ã€ quel moment et suivant quel rythme? VoilÃ  la question de dÃ©part. Nous n'avons pas l'illusion d'apporter une rÃ©ponse dÃ©finitive Ã  cette question qui semble avoir dÃ©fiÃ© les chercheurs jusqu'Ã  ce jour...nous voulons plutot suggÃ©rer une voie d'approche. Nous tenterons aussi d'ordonner les donnÃ©es statistiques disponibles et de les complÃ©ter par quelques compilations personnelles.""...""En conclusion, nous tacherons de rattacher les sources et les destinations des Ã©migrants canadiens du QuÃ©bec afin de dÃ©terminer un peu plus clairement les axes de l'exode.""","Paquet, Gilles",Text intégrale,,1964,,,,,,Journal article/article dans un revue,"<a href=""http://www.worldcat.org/oclc/61571987"">61571987</a>;<a href=""http://www.worldcat.org/oclc/797018918"">797018918</a>",1870-1910; Nouvelle-Angleterre,,,,,,,,,,,,,,0034-1282,,3,Recherches sociographiques,http://id.erudit.org/iderudit/055237ar (texte intégrale),5,,,,https://francolibrary.com/archive/files/cfec79debaaa178838604b8017a0beb7.jpg,Biddeford ME;Boston MA;Brewer ME;Bridgeport CT;British Columbia;Brockton MA;Brunswick ME;Burlington VT;Central Falls RI;Connecticut;Demography;Emigration and Immigration;Fairfield ME;Fall River MA;Fitchburg MA;Gardner MA;Government and Politics;Hartford CT;Holyoke MA;Leominster MA;Lewiston ME;Lowell MA;Maine;Manchester NH;Manville RI;Massachusetts;Nashua NH;New Bedford MA;New Brunswick;New England;New Hampshire;New Haven CT;New York NY;Nonfiction;Nonfiction -- Immigration;North Adams MA;Northampton MA;Nova Scotia;Ontario;Pawtucket RI;QuÃ©bec;Rhode Island;Rutland VT;Saco ME;Southbridge MA;Spencer MA;Springfield MA;Taunton MA;Vermont;Waltham MA;Waterbury CT;Waterville ME;Winooski Falls VT;Woburn MA;Woonsocket RI;Worcester MA
106,"Cancer of the Colorectum in Maine, 1995-1998 : Determinants of Stage at Diagnosis in a Rural State","From Parsons and Askland: ""Despite screening for colorectal cancer, mortality in the United States remains substantial. In northern New England, little is known about predictors of stage at diagnosis, an important determinant of survival and mortality....The objective of this study was to identify predictors of late stage at diagnosis for colorectal cancer in a rural state with a predominantly white population and a large Franco-American minority... Incident cases from 1995-1998 were obtained from the Maine Cancer Registry. Individual-level variables (age, sex, race, French ethnicity by surname, and payer) and contextual/town-level variables (socioeconomic status, population density, Franco ancestry proportion, distance to health care, and weather) were modeled with multiple logistic regression for late stage....""","Parsons, Margaret A.;Askland, Kathleen D.",Abstract,,2007,,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/110320679"">110320679</a>",1995-1998; Maine,,,,,,,,,,,,,,1748-0361,,#1,The Journal of Rural Health,http://dx.doi.org/10.1111/j.1748-0361.2006.00064.x,23,,,,,Ethnicity and Collective Identity;Health and Wellness;Illness;Maine;Nonfiction;Nonfiction -- Science and Medicine
107,Determinants of Prostate Cancer Stage in Northern New England : USA Franco-American Contextual Effects,"From Parsons and Askland: ""Despite screening for prostate cancer, mortality in the United States remains substantial. In northern New England, we know little about either determinants of stage at diagnosis--an important predictor of survival--or health outcomes for Franco-Americans, the region's largest ethnic minority. The objective of this investigation was to identify predictors of late prostate cancer stage in a rural, predominantly white state with a large Franco-American population. ""","Parsons, Margaret A.;Askland, Kathleen D.",Abstract,,2007-11-00,,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/176647844"">176647844</a>",1995-1998; Maine,,,,,,,,,,,,,,0277-9536,,#10,Social Science and Medicine,http://www.sciencedirect.com/science/article/B6VBF-4PC4FN2-1/2/6219e42b16b2a9d444220b4a0e234115,65,,,,,Ethnicity and Collective Identity;Health and Wellness;Illness;Maine;New England;Nonfiction;Nonfiction -- Science and Medicine
108,The Politics of Personal Narrative Methodology,"Performance studies theory essay that explores in specific an interview with a Franco-American woman in Maine. From Peterson and Langellier: ""Any study of personal narrative involves researchers and performers in contested, hence political, concerns of context and power. These concerns tend to be obscured methodologically by three commonplace assumptions: personal narrative is a text, personal narrative can be fully transcribed and analyzed, and personal narrative is not performance. This essay examines these assumptions and illustrates their methodological implications with an excerpt from an interview narrative with a breast cancer survivor.""","Langellier, Kristin M.;Peterson, Eric E.",Preview,,1997,,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/200874059"">200874059</a>",1990s; Maine,,,,,,,,,,,,,,1046-2937,,,Text and Performance Quarterly,http://www.tandfonline.com/toc/rtpq20/17/2,17,,,,https://francolibrary.com/archive/files/7d168529104168b6e31572d48165a33b.jpg,Criticism and Review;Essay;Maine;Nonfiction;Nonfiction -- Performance Studies;Performing Arts;Personal History: Biography and Oral History
109,Franco-American Studies in the Footsteps of Robert G. LeBlanc,"Article praising the work of scholar Robert LeBlanc. Cites not only the importance of the focus on geography and the treatment of history in his research, but his precision and innovation in Franco-American Studies - his efforts to see ethnic culture as a much more complex thing than the simple reduction of customs or language.","Pinette, Susan",,,2002 Spring/Summer,,,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/60628349"">60628349</a>",,,,,,,,,,,,,,,,,,QuÃ©bec Studies,http://www.acqs.org/qc_studies_journal/table_of_contents.html,33,,,,https://francolibrary.com/archive/files/1fd351c1c695a04a993fa0a33f0509e0.jpg,Acculturation and Assimilation;Criticism and Review;Emigration and Immigration;Ethnicity and Collective Identity;Geography;Language and Linguistics;New England;Nonfiction;Nonfiction -- Geography
110,Jack Kerouac : l'Ã©criture et l'identitÃ© franco-amÃ©ricaine,"Sur la relation entre l'Ã©criture et l'ethnie franco-americaine de Jack Kerouac dans sa texte 'Satori in Paris.' De l'auteur: ""L'Å“uvre de Kerouac crÃ©e un lien Ã©troit entre l'ethnie et l'Ã©criture. Ce lien ne se prÃ©sente pas comme une reprÃ©sentation mimÃ©tique, mais comme une dialectique entre l'ethnie qui produit l'Ã©criture et l'Ã©criture qui met en question l'ethnie.""","Pinette, Susan",,,2004,,,,,,Article dans un revue,"<a href=""http://www.worldcat.org/oclc/365528519"">365528519</a>",,,,,,,,,,,,,,,1183-2487,,printemps,Francophonies d'AmÃ©rique,http://www.crccf.uottawa.ca/francophonies_amerique/index.html,17,,,,,Criticism and Review;Essay;Ethnicity and Collective Identity;Fiction and Literature;France;Language and Linguistics;Literary Works -- Criticism and History;Lowell MA
111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,"QuÃ©bec to ""Little Canada"": The Coming of the French Canadians to New England in the Nineteenth Century","Brief 1950 essay on French-Canadian migration from agriculturally-failing QuÃ©bec to the New England states during the period of North American industrialization, from the Civil War and after. Also featured in Leonard Dinnerstein's ""The Aliens: A History of Ethnic Minorities in America"" (Appleton-Century-Crofts, 1970).","Podea, Iris Saunders",,,1950-09,,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/480428964"">480428964</a>",1860-1950; New England; QuÃ©bec,,,,,,,,,,,,,,0028-4866,,3,The New England Quarterly,http://www.jstor.org/stable/361423,23,,,,https://francolibrary.com/archive/files/672509d1fc1c008b69c68c9df0317061.jpg,Business and Economics;Community: Customs and Social Life;Connecticut;Emigration and Immigration;Fall River MA;Farming and Agriculture;Holyoke MA;Labor History;Lawrence MA;Lewiston ME;Lowell MA;Maine;Manchester NH;Marlboro MA;Massachusetts;Mills and Mill Work;MontrÃ©al QC;New England;New Hampshire;New York;Nonfiction;Nonfiction -- Immigration;QuÃ©bec;Southbridge MA;Vermont;War;West Rutland VT;Woonsocket RI;Worcester MA
113,French Canadian Immigrants in the New England Cotton Industry : A Socioeconomic Profile,"Introduction to an analysis of the French Canadian emigration/immigration period from 1900 to 1929 that, according to Ramirez, suffers from a lack of attention paid to it. Ramirez conducts his exploration through the lens of the New England cotton industry that received many of these immigrants as workers.","Ramirez, Bruno",Full text,,1983-03 (spring),,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/317511047"">317511047</a>",1900-1929; New England,,,,,,,,,,,,,,0099-2453,,,Labor/Le Travail,http://www.lltjournal.ca/index.php/llt/article/view/2569/2972 (full text),11,,,,https://francolibrary.com/archive/files/b3097317c7bc6c699cb9972c2f9db988.jpg,Canada;Demography;Emigration and Immigration;Ethnicity and Collective Identity;Farming and Agriculture;Labor History;Manchester NH;Mills and Mill Work;New England;Nonfiction;Nonfiction -- Immigration
114,Shifting Perspectives from the North : QuÃ©bec,"Brief essay on the discipline of United States history in Canada, the influence of American perspectives on Canadian historiography of the US, and how attitudes toward cross-boundary historiography change over time. Ramirez takes a semi-biographical approach: the Italian scholar, educated in both the US and Canada, who took up American history at the University of Toronto, and taught American history at a Francophone MontrÃ©al university.","Ramirez, Bruno",,,1992 September,,en,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/483420594"">483420594</a>","1950-1992; United States, Canada",,,,,,,,,,,,,,0021-8723,,2,Journal of American History,http://www.jstor.org/stable/2080037,79,,,,https://francolibrary.com/archive/files/eb3f3e0f947602710a04a56880841453.jpg,Canada;Criticism and Review;Education;Emigration and Immigration;Ethnicity and Collective Identity;Government and Politics;Labor History;Mills and Mill Work;MontrÃ©al QC;Nonfiction;Nonfiction -- Historiography;Nonfiction -- History -- Labor and Social;Personal History: Biography and Oral History;QuÃ©bec;Social History;Toronto ON;United States
115,Du QuÃ©bec vers les Ã‰tats-Unis : l'Ã©tude des lieux d'origine,"Des notes de recherche sur l'immigrant ""non seulement comme historique se heurtant aux exigences de la sociÃ©tÃ© d'accueil au moment de son insertion, mais aussi comme individu qui quitte un lieu prÃ©cis en rÃ©ponse a des besoins particuliers et sous des conditions particuliers"" (409). Ramirez et Lamarre demandent donc, ""Qui Ã©taient les immigrants?"" et puis regardent celles etudes qui examinent QuÃ©bec comme lieu d'origine de beaucoup d'americain(e)s.","Ramirez, Bruno;Lamarre, Jean",Texte intégral,,1985-11 (winter),,fr,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/1764125"">1764125</a>",1860-1930; QuÃ©bec; Nouvelle-Angleterre; Ã‰tats-Unis,,,,,,,,,,,,,,0035-2357,,#3,Revue d'histoire de l'AmÃ©rique franÃ§aise,Texte intégral,38,,,,https://francolibrary.com/archive/files/a4ff81d145b278cbf1dd450b2d9301ab.jpg,Connecticut;Criticism and Review;Emigration and Immigration;Ethnicity and Collective Identity;Fall River MA;Labor History;Manchester NH;Massachusetts;Michigan;Mills and Mill Work;New England;New York;Nonfiction;Nonfiction -- Immigration;QuÃ©bec;Rhode Island
