title,description,creator,source,publisher,date,contributor,language,rights,relation,format,type1,identifier,coverage,zotero_genre,zotero_distributor,zotero_director,z_performer,zotero_episode_number,zotero_language,zotero_network,zotero_audio_recording_format,zotero_label,zotero_running_time,zotero_num_pages,zotero_place,zotero_publisher,zotero_issn,zotero_isbn,zotero_issue,zotero_publication_title,z_url,zotero_volume,zotero_short_title,z_ref,type2,files,tags,collection
Je suis Cadien,"Poem under pseudonym from Louisiana writer Barry Ancelet. A history of the Cajun, from Acadia to the American South, in book-length verse. Cajun French text side-by-side with an English translation. The second chapbook in a series featuring Cajun writers. From Stanley H. Barkan and Cross-Cultural Communications: ""Considered by Cajuns to be better than Evangeline, this mini-epic traces the journey from the original expulsion through the harrowing passage to the place of new settlement and renaissance.""  Un poième par un écrivain de la Louisiane, Barry Ancelet, écrit sous une pseudonyme mythologique. Une histoire poétique du Cadien, de l'Acadie au sud des Etats-Unis. Le deuxiième chapbook dans une collection d'oeuvres par écrivain(e)s cadien(ne)s.","Arceneaux, Jean",,Cross-Cultural Communications,1994,"Labry, Randall (illustrator)",English and Cajun French,,,,Book,"<a href=""http://www.worldcat.org/oclc/30610563"">30610563</a>","16th century - 20th century, North America",,,,,,,,,,,48,"Merrick, New York",,,9.78089E+12,,,"<div class=""element-text""><a href=""http://www.cross-culturalcommunications.com/ci_15.html"">http://www.cross-culturalcommunications.com/ci_15.html</a><br/><br/> <a href=""http://books.google.com/books?id=gMbxAAAAMAAJ&amp;dq=arceneaux,+je+suis+cadien&amp;hl=en&amp;ei=6LqDTfjbHonC0QHWhPHjCA&amp;sa=X&amp;oi=book_result&amp;ct=result&amp;resnum=1&amp;ved=0CC0Q6AEwAA"">Je suis Cadien @ Google Books</a></div>",,,,,https://francolibrary.com/archive/files/abba6731641ddbc81514a2eeb2676424.jpg,Acadians;Acculturation and Assimilation;Language and Linguistics;Literary Works -- Poetry;Louisiana;Nova Scotia;Poetry;Violence,Literary Works | Oeuvres littéraires
At the Bonehouse,"Book of poetry from a native of south Louisiana and a distinguished professor in the humanities at Southeastern Louisiana University. His work is also featured in the recent collection ""French Connections: A Gathering of Franco-American Poets"" (Louisiana Literature Press, 2007).","Bedell, Jack",,Texas Review Press,1998,,English,,,,Book,"<a href=""http://www.worldcat.org/oclc/42854463"">42854463</a>",,,,,,,,,,,,48,"Huntsville, Texas",,,9.78059E+12,,,"<div class=""element-text""><a href=""http://jackbedell.com/blog/?page_id=11"">http://jackbedell.com/blog/?page_id=11</a> <br/><br/> <a href=""http://www.netlibrary.com/AccessProduct.aspx?ProductId=4871"">http://www.netlibrary.com/AccessProduct.aspx?ProductId=4871</a> <br/><br/> <a href=""http://books.google.com/books?id=d3IgAQAAIAAJ&amp;dq=bedell;+at+the+bonehouse&amp;hl=en&amp;ei=ioeHTc3AB4_6rAGdrL2zBg&amp;sa=X&amp;oi=book_result&amp;ct=result&amp;resnum=1&amp;ved=0CC8Q6AEwAA"">At the Bonehouse @ Google Books</a></div>",,,,,https://francolibrary.com/archive/files/e88f632c2994b9f6b98359b0c29766d4.jpg,Acadians;Family;Literary Works -- Poetry;Louisiana;Poetry,Literary Works | Oeuvres littéraires
The Mechanization of Motherhood : Images of Maternity in Quebec Women Writers of the Quiet Revolution,"From AmeriQuests: ""In her short story 'Le Peuplement de la Terre' ('Be Fruitful and Multiply') Madeleine Ferron reveals the reality of married life for generations of women in Quebec whose lives were a constant cycle of pregnancy, childbirth and mothering. Like other Quebec women writers, such as Marie Claire Blais and Gabrielle Roy, Ferron turns on its head the myth of the tireless, dutiful and fulfilled mother, happy to serve God and country by producing offspring. All three of these writers depict motherhood in the period prior to the Quiet Revolution with disturbing images of childbearing automats, leaving us not with a glorified and tender view of motherhood, but rather a mechanization of mothering. Could the preponderance of such imagery in the works of women writers of this period point to attitudes in the medical establishment and in the social agenda of the first half of the 20th century? Using Ferron's short story as the primary literary example  with parenthetical references to both Une Saison and Bonheur d'Occasion  I provide historical evidence for the increasingly mechanized nature of mothering in Quebec brought on by the ramping up of social, political, religious and economic pressures placed on women in the first part of the 20th century. The historical evidence will take the form of popular literature of health care professionals in Canada and Quebec during this period, as well as the role of the Cercle de Fermiières, a kind of civic group for rural women of Quebec whose ideology of super-productive women is summed up in their motto, 'Travaillons sans cesse!' ""","Kevra, Susan K. ",Full text,,2007,,en; fr,http://creativecommons.org/licenses/by/3.0/,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/56906981"">56906981</a>",20th century; Quebec,,,,,,,,,,,,,,1553-4316,,1,AmeriQuests,"<div class=""element-text""><a href=""http://ejournals.library.vanderbilt.edu/ojs/index.php/ameriquests/issue/view/5/showToc"">http://ejournals.library.vanderbilt.edu/ojs/index.php/ameriquests/issue/view/5/showToc</a></div>",4,,,,https://francolibrary.com/archive/files/e962c60df844f674044235f84e325ba1.jpg,Canada;Criticism and Review;Family;Farming and Agriculture;Fiction and Literature;Gender and Sexuality;Government and Politics;Health and Wellness;Language and Linguistics;Literary Works -- Criticism and History;Nonfiction;Nonfiction -- History -- Labor and Social;Québec;Religion;Violence,Literary Works | Oeuvres littéraires
La charrue,"Poésies d'un ecrivaine acadienne, dans l'espirit de ""renaissance littéraire en Louisiane française."" Illustré par dessins noirs et blancs. Avec introduction historique et critique par Mathé Allain.","Doucet, Carol J. ",,"Center for Louisiana Studies, University of Southwestern Louisiana",1982,,Français,,,,Book,"<a href=""http://www.worldcat.org/oclc/8930256"">8930256</a>",,,,,,,,,,,,25,"Lafayette, Louisiana",,,0940984032,,,"<div class=""element-text""><a href=""http://ulpress.org/"">http://ulpress.org/</a> <br/><br/> <a href=""http://books.google.com/books?id=ThknAAAAMAAJ&amp;dq=doucet;+la+charrue&amp;hl=en&amp;ei=II-UTefeLqeC0QGxjI2BDA&amp;sa=X&amp;oi=book_result&amp;ct=result&amp;resnum=1&amp;ved=0CCkQ6AEwAA"">La charrue @ Google Books</a></div>",,,,,https://francolibrary.com/archive/files/0bbdc8f665cfe7aed24f8a90b55082ed.jpg,Acadians;Community: Customs and Social Life;Ethnicity and Collective Identity;Farming and Agriculture;Literary Works -- Poetry;Louisiana;Poetry,Literary Works | Oeuvres littéraires
The Loon's Nest,Book of poems and one prose piece largely centered on family and memory. From a native of northern Maine.,"Albert, Julie D. ",,Self-published,1991,,English,,,,Book,,,,,,,,,,,,,61,,Self-published,,,,,,,,,,https://francolibrary.com/archive/files/e5fd7da93357f0ec0ef134af9fb7615f.jpg,Death and Disaster;Family;Literary Works -- Poetry;Maine;Poetry;Religion,Literary Works | Oeuvres littéraires
Growing Up Is A Full-Time Job : Stories for Young Readers,"Four short stories written for kids of all ages by ""story-maker and story-teller"" Michael Parent of Lewiston, Maine. Includes the titles, ""Tunko the Terrible Giant,"" ""The Princess' Ailment,"" ""Angela the Mud Girl,"" and ""A Blink and a Wink.""","Parent, Michael ",,Self-published,Unknown,,English,,,,Book,"<a href=""http://www.worldcat.org/oclc/43722227"">43722227</a>",,,,,,,,,,,,44,,Self-published,,,,,"<div class=""element-text""><a href=""http://michaelparentstorytelling.com/"">http://michaelparentstorytelling.com/</a> <br/><br/> <a href=""http://books.google.com/books?id=HbOsGwAACAAJ&amp;dq=parent;+growing+up+is+a+full-time+job&amp;hl=en&amp;ei=PY-UTfiSHOqE0QH5k43vCw&amp;sa=X&amp;oi=book_result&amp;ct=result&amp;resnum=1&amp;ved=0CDoQ6AEwAA"">Growing Up Is A Full-Time Job @ Google Books</a></div>",,,,,https://francolibrary.com/archive/files/3216f74348ca01326302173d3518d75e.jpg,Children's Literature;Family;Fiction and Literature;Literary Works -- Children's Literature;Literary Works -- Fiction;Music;Sports and Leisure;Youth,Literary Works | Oeuvres littéraires
Evangeline,"A short story unpublished in his lifetime, William Faulkner's ""Evangeline"" was written in 1931. Later included in Joseph Blotner's ""Uncollected Stories of William Faulkner"" in 1979, printed by the Atlantic monthly in that same year. Its premise, a writer prying into the history of the Mississippi Sutpen homestead and all its tumult, became a major part of the foundation of Faulkner's later novel, ""Absalom! Absalom!"" (1936).","Faulkner, William ",,,1979 November,,English,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/2445096"">2445096</a>",,,,,,,,,,,,,,,0004-6795,,5,The Atlantic,"<div class=""element-text""><a href=""http://www.theatlantic.com"">http://www.theatlantic.com</a> <br/><br/> <a href=""http://books.google.com/books?id=XNFesU5aVg4C&amp;pg=PA95&amp;dq=william+faulkner+%22evangeline%22&amp;hl=en&amp;ei=o6OMTfH1Csux0QGOwe2bCw&amp;sa=X&amp;oi=book_result&amp;ct=result&amp;resnum=2&amp;ved=0CDIQ6AEwAQ#v=onepage&amp;q=william%20faulkner%20%22evangeline%22&amp;f=false"">""Evangeline"" in The Short Story and Photography, 1880's-1980's: A Critical Anthology, by Jane Marjorie Rabb @ Google Books</a> (preview available)</div>",244,,,,https://francolibrary.com/archive/files/747add8282eb119516f242eb58e545bf.jpg,Ethnicity and Collective Identity;Family;Fiction and Literature;Literary Works -- Fiction;Literary Works -- Short fiction;Mississippi;Violence;War,Literary Works | Oeuvres littéraires
Histoire et fiction : l'héritage d'un communauté,"Un éssai sur l'idée de l'histoire comme agent contre l'assimilation - ""de quelle facon les faits historiques et sociaux sont utilisés pour éveiller [le] sentiment nécessaire a la survie d'un peuple, d'une ethnie."" Une analyse socio-historique du roman, ""L'Héritage,"" par Robert B. Perreault, et l'impact du discours héritage culturel sur la compréhension de nos contextes historiques.","Lavoie, Carlo ",,,1997,,Français,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/33064369"">33064369</a>","20e siiècle, Manchester, New Hampshire",,,,,,,,,,,,,,1521-6977,,,The River Review / La Revue riviière,"<div class=""element-text""><a href=""http://riverreview.umfk.maine.edu/"">http://riverreview.umfk.maine.edu/</a></div>",3,,,,https://francolibrary.com/archive/files/dd0ca1cb5cde369db70c74e55a57f265.jpg,Community: Customs and Social Life;Criticism and Review;Ethnicity and Collective Identity;Fiction and Literature;Language and Linguistics;Literary Works -- Criticism and History;Manchester NH,Literary Works | Oeuvres littéraires
Kerouac's Nashua Connection,"A genealogical and literary excavation of the roots of Jack Kerouac's family in Nashua, New Hampshire. Historical and literary scholarship on both Nashua and Kerouac, accompanied by the author's thoughts on family and culture, illustrated with some photos of Nashua. From Transition Publishing: "" 'A fascinating journey back to Jack Kerouac's roots - Stephen Edington has undertaken an exhaustive research into the origins of the Kerouac family, unearthing a vast quantity of previously unknown information and relating his findings to Kerouac's own writings...' - Dave Moore""","Edington, Steve ",,Transition Publishing,1999,,English,,,,Book,"<a href=""http://www.worldcat.org/oclc/43208165"">43208165</a>","19th century - 20th century, Nashua, New Hampshire",,,,,,English,,,,,102,"Nashua, New Hampshire",Transition Publishing,,9.78097E+12,,,"<div class=""element-text"">&lt;a href=""http://www.thirdmindbooks.com/store/1216.htm""&gt;http://www.thirdmindbooks.com/store/1216.htm&lt;/a&gt;</div>",,,,,https://francolibrary.com/archive/files/3c31a54309072d33db27ba5365f1eb97.jpg,Death and Disaster;Emigration and Immigration;Family;Fiction and Literature;France;Genealogy;Literary Works -- Criticism and History;Lowell MA;Nashua NH;New York NY;Personal History: Biography and Oral History;Québec;Religion;Travel and Movement,Literary Works | Oeuvres littéraires
Antoine ou la leçon des choses,"Une histoire qui nous présente à  Antoine le jeune et à  ""des choses"" qu'il fait et qu'il rencontre au cours de sa journée. Les différentes façons dans lequel il décrit ces choses - ses rêves, l'océan, etc. Ecrite pour les enfants, afin de pratiquer la langue française. (Lire / Read)
(Télécharger / Download)","Pipyn, Michel",,National Materials Development Center,1976,"Heikens, Joanna",Français,,,,Book,"<a href=""http://www.worldcat.org/oclc/7294264"">7294264</a>",,,,,,,,,,,,,,,,,,,,,,,,https://francolibrary.com/archive/files/f4ae0486d43f377e3cbcf5eab4a909a9.jpg;https://francolibrary.com/archive/files/6ddc7085cfcf7572e98ab32b82f4f6b6.pdf,Children's Literature;Education;Language and Linguistics;Literary Works -- Children's Literature;NMDC;Youth,Literary Works | Oeuvres littéraires
Ron Currie Jr. Interview,"Transcript of an interview with an author from Waterville, Maine, and an in-depth discussion of his 2007 novel-in-stories, ""God is Dead.""","Haritou, Dennis ",,,2008 May 27,,English,,,,Blog Post,,,,,,,,,,,,,,,,,,,,"<div class=""element-text""><a href=""http://threeguysonebook.com/ron-currie-jr-interview"">http://threeguysonebook.com/ron-currie-jr-interview</a></div>",,,,,https://francolibrary.com/archive/files/5dee36697769f1eb3bd8dd3dcc2e4786.jpg,Criticism and Review;Fiction and Literature;Interview;Literary Works -- Other;Maine;Waterville ME,Literary Works | Oeuvres littéraires
Chez nous (Our Old Québec Home),"A series of graphic and sentimental depictions of different elements significant to home and community in rural Quebec. 21 chapters for as many subjects - some of simple descriptions with warmth in detail, others related as narrative in the manner of folktale. Illustrated in black-and-white captioned drawings. Contains a note from the translator on his admiration for the original text. Originally published in 1914 by L'Action social catholique in Québec.

","Rivard, Adjutor",Texte intégral (version française),McClelland & Stewart,1924 (1914),"Blake, William Hume (translation);Jackson, A.Y. (illustrations)",en (trans.),,,,Book,"<a href=""http://www.worldcat.org/oclc/1962661"">1962661</a>",1900s; Québec,,,,,,,,,,,201,"Toronto, Ontario",,,,,,"<div class=""element-text""><a href=""http://books.google.com/books?id=zokRMwEACAAJ"">Chez Nous...</a> @ Google Books</div>",,,,,https://francolibrary.com/archive/files/a6b9885de59082c20d389a81fb647db6.jpg,Art and Architecture;Community: Customs and Social Life;Death and Disaster;Family;Farming and Agriculture;Fiction and Literature;Folklore;Literary Works;Literary Works -- Other;Québec;Religion,Literary Works | Oeuvres littéraires
Spoonwood,"The most recent novel in Hebert's acclaimed ""Darby Series,"" depicting realities of family and class in a fictional New Hampshire town. After the death of a young mother in childbirth, and with her wealthy parents seeking custody for the newborn son, a troubled, young working-class father escapes town with his child. From Dartmouth College Press and the University Press of New England: ""After almost fifteen years, Hebert has returned to this rich literary landscape for a new novel of the changing economic and social character of New England. Hebert's previous Darby novel, 'Live Free or Die,' recounted the ill-fated love between Freddie Elman, son of the town trash collector, and Lilith Salmon, child of Upper Darby gentility. At its conclusion, Lilith died giving birth to their son. As Spoonwood opens, Freddie, consumed by grief and anger and struggling with alcoholism, is not prepared to be a father to Birch. But as both his family and Lilith's begin to maneuver for custody of the child, Freddie embarks on a course of action that satisfies none of them. Once again, Hebert masterfully conveys the natural and social landscape of contemporary rural New England. Grounded in complex, fully realized characters, Spoonwood offers Hebert's most optimistic vision yet of acceptance and accommodation across class lines.""","Hebert, Ernest ",,Dartmouth College Press,2005,,English,,,,Book,"<a href=""http://www.worldcat.org/oclc/59755997"">59755997</a>",,,,,,,,,,,,320,"Hanover, New Hampshire",,,9.78158E+12,,,"<div class=""element-text""><a href=""http://www.upne.com/1-58465-490-2.html"">http://www.upne.com/1-58465-490-2.html</a> <br/><br/> <a href=""http://books.google.com/books?id=_2FmmnyLhVwC&amp;source=gbs_navlinks_s"">Spoonwood @ Google Books</a> (limited preview available) <br/><br/> <a href=""http://www.ybp.com/acad/features/1105_spoonwood.html"">http://www.ybp.com/acad/features/1105_spoonwood.html</a></div>",,,,,https://francolibrary.com/archive/files/b427f4dfd7cefa988da95cd3878c3edd.jpg,Alcohol and Drugs;Art and Architecture;Caribou ME;Death and Disaster;Family;Fiction and Literature;Frenchville ME;Keene NH;Killington VT;Literary Works -- Fiction;Maine;New England;New Hampshire;New York NY;Vermont;Youth,Literary Works | Oeuvres littéraires
The Writing of Difference in Québec,"Essay on Québec literature, the collusion of nation and language, and the impact of determining either of one's own in consideration of its contrast from the model form. The author describes the ""nationalization"" of literature in Québec as the production of French language literary works that, in seeking out authenticity, establish themselves in contrast to the French literature of France.","Melançon, Joseph ",,,1983,,English (traduction du français),,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/1770272"">1770272</a>","19th century and 20th century, Québec",,,,,,,,,,,,,,0044-0078,,,Yale French Studies,"<div class=""element-text""><a href=""http://www.jstor.org/stable/2930036"">http://www.jstor.org/stable/2930036</a> <br/><br/> <a href=""http://frenchstudies.research.yale.edu//""> http://frenchstudies.research.yale.edu//</a></div>",65,,,,https://francolibrary.com/archive/files/ec084e4c4afc830bceaf5e66fbcd1053.jpg,Criticism and Review;Ethnicity and Collective Identity;Fiction and Literature;France;Gender and Sexuality;Language and Linguistics;Literary Works -- Criticism and History;Québec,Literary Works | Oeuvres littéraires
The Evolution of Canonical Circuits,"Origins and evolution of the Québec novel - its concerns, its scope, its structure. The novel's relationship to the social, linguistic, and economic landscapes of the society from which it springs. Reflections on this relationship as concerning systems of literary or scholastic organization - encyclopedia, anthology, market - where each descriptive process depends upon certain norms and a certain historical context, and where each description has an historical impact. How war, censorship, revolution, and social criticism have shaped these terms of description historically in Québec. From an issue of the journal, Poetics Today, entitled, ""National Literatures/Social Spaces.""","Imbert, Patrick ",,,1991 Winter,,English,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/6301422"">6301422</a>","19th century - 20th century, Québec",,,,,,,,,,,,,,0333-5372,,4,Poetics Today,"<div class=""element-text""><a href=""http://www.jstor.org/stable/1772711"">http://www.jstor.org/stable/1772711</a> <br/><br/> <a href=""http://poeticstoday.dukejournals.org/""> http://poeticstoday.dukejournals.org/</a></div>",12,,,,,Canada;Criticism and Review;Fiction and Literature;Literary Works -- Criticism and History;Québec;War,Literary Works | Oeuvres littéraires
Sur la langue de Kerouac,"Document de conférence sur la langue (anglaise et française) de l'écrivain Jack Kerouac - son oralité, son poièsie écrite, son mélange littéraire de langages. L'auteur déclare la primauté de Kerouac le francophone, examinant ses oeuvres qui utilisent une langue française reclamée dans le milieu d'un texte anglais. Comment le français figure dans les créations de la Beat Generation, dont les écritures utilisent la langue parlée dans une nouvelle façon littéraire. L'auteur regarde aussi une entrevue de Kerouac sur la télévision québécoise (""Le Sel de la semaine"") à  1967, comme comparison entre deux modes du français américain. Publié en ligne par le revue ""Canadian Literature.""","Ménard, Jean-Sébastien ",,Canadian Literature: A Quarterly of Criticism and Review,2005 mai,,Français,,,,Conference Paper,,"20e siiècle, Lowell, Massachusetts, New York",,,,,,Français,,,,,,"London, Ontario",,,,,,"<div class=""element-text""><a href=""http://canlit.ca/issues/195"">http://canlit.ca/issues/195</a></div>",,,,,,Criticism and Review;Ethnicity and Collective Identity;Fiction and Literature;Language and Linguistics;Literary Works -- Criticism and History;Lowell MA;New England;Poetry;Québec,Literary Works | Oeuvres littéraires
North of the Border : Whose Postnationalism?,"Brief piece arguing that the inclusion of Canadian and North American French cultures into the scope of consideration for the discipline of ""American Studies"" appears just an extension of the subject's methodological scope, and too little attentive to the culture realities of the United States' northern neighbors. A scholarly cautioning against ""the mere imposition of a U.S. template on a different context"" (360). Some suggestions for how cultural scholarship might be carried forward in the best consideration of the Québécois(e), Acadian, and Franco American, in light of particular traditions and approaches of American literary study.","Martin, Robert K.",,,1993 June,,English,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/1480320"">1480320</a>;<a href=""http://www.worldcat.org/oclc/17450247"">17450247</a>","20th century, United States & Canada",,,,,,,,,,,,,,0002-9831,,2,American Literature,"<div class=""element-text""><a href=""http://www.jstor.org/stable/2927353"">http://www.jstor.org/stable/2927353</a> <br/><br/> <a href=""http://americanliterature.dukejournals.org"">http://americanliterature.dukejournals.org</a></div>",65,,,,,Canada;Criticism and Review;Ethnicity and Collective Identity;Exploration and Colonization;Fiction and Literature;Government and Politics;Literary Works -- Criticism and History;Québec;United States,Literary Works | Oeuvres littéraires
Granite & Cedar : The People and the Land of Vermont's Northeast Kingdom,"Combination photo book and short fiction collection. A storytelling that is both pictorial and literary: black and white scenic photographs and character portraits from the 1970s, written out with intermittent segments of Vermont regional prose set in the early 20th-century. Artfully captures the changing landscape of what is known as Vermont's Northeast Kingdom - the northeastern section of the state bordering Quebec and New Hampshire.  A production of the Vermont Folklife Center, distributed by University Press of New England.","Miller, John M.",,Thistle Hill Publications,2001,"Mosher, Howard Frank",English,,,,Book,"<a href=""http://www.worldcat.org/oclc/47965924"">47965924</a>","20th century, Vermont",,,,,,,,,,,108,"North Pomfret, Vermont",,,9.78097E+12,,,"<div class=""element-text""><a href=""http://www.thistlehillpub.com/granite-cedar/"">http://www.thistlehillpub.com/granite-cedar/</a> <br/><br/><a href=""http://books.google.com/books?id=WNsMAAAAYAAJ&amp;q=granite+%26+cedar&amp;dq=granite+%26+cedar&amp;hl=en&amp;ei=UZy1TcHGKpCugQfumunGCw&amp;sa=X&amp;oi=book_result&amp;ct=result&amp;resnum=1&amp;ved=0CF4Q6AEwAA"">Granite &amp; Cedar... @ Google Books</a></div>",,,,,https://francolibrary.com/archive/files/64148427595f7727b3976fe42d4a9c68.jpg,Community: Customs and Social Life;Farming and Agriculture;Fiction and Literature;Folklore;Forestry;Literary Works -- Fiction;Literary Works -- Short fiction;Northeast Kingdom VT;Vermont,Literary Works | Oeuvres littéraires
La voix du paradis : la québécitude de Jack Kerouac,"Une lecture critique de deux romans de Jack Kerouac - On the Road (1957) et Visions of Gerard (1958). Comment le québécitude et son christianisme, son messianisme, sont visibles dans ces oeuvres, et sa signification pour notre compréhension de Kerouac. La position réligieuse de la langue francaise de Kerouac, et ses écritures tant qu'une certaine manifestation d'une perception québécoise du ""paradis."" De l'auteur: ""La québécitude de Kerouac n'est peut-être pas un fait, c'est une vision"" (19, en ligne). De l'avant-propos: ""Apriès avoir examiné la querelle qui suivit la revendication, par certains, de Jack Kerouac comme auteur québécois, notre article propose une relecture de deux de ses romans  Sur la route (1957) et Visions de Gérard (1958)  qui rattache au mysticisme catholique et au messianisme du « Québec d'en bas », aussi bien qu'à  la perte précoce d'un frière, des faits textuels communément imputés à  l'idéologie naissante de la « Beat Generation ». ""","Allamand, Carole",,,2004,,Français,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/60626108"">60626108</a>;<a href=""http://www.worldcat.org/oclc/1781853"">1781853</a>","20e siiècle, États-Unis et Québec",,,,,,,,,,,,,,0014-2085,,1,Études françaises,"<div class=""element-text""><a href=""http://id.erudit.org/iderudit/008480ar"">http://id.erudit.org/iderudit/008480ar</a></div>",40,,,,,Criticism and Review;Death and Disaster;Denver CO;Ethnicity and Collective Identity;Fiction and Literature;Language and Linguistics;Literary Works -- Criticism and History;Lowell MA;New England;Québec;Religion;Travel and Movement,Literary Works | Oeuvres littéraires
To Maine with Love,Book of poems on the place and characters of the coastal state of Maine. Written by a native of Sanford. Printed without pagination.,"Beauchesne, Wil",,Wings Press,1980,,English,,,,Book,"<a href=""http://www.worldcat.org/oclc/7116516"">7116516</a>","1980, Maine",,,,,,,,,,,,"Belfast, Maine",,,,,,"<div class=""element-text""><a href=""http://books.google.com/books?id=UreDAAAACAAJ&amp;dq=beauchesne;+to+maine+with+love&amp;hl=en&amp;ei=XY7RTam4D6rL0QH4--HfDQ&amp;sa=X&amp;oi=book_result&amp;ct=result&amp;resnum=1&amp;ved=0CCoQ6AEwAA"">To Maine with Love @ Google Books</a></div>",,,,,https://francolibrary.com/archive/files/8f110fa33218532600bdcf2573c8cbb8.jpg,Death and Disaster;Literary Works -- Poetry;Poetry;Portland ME;Sanford ME;Youth,Literary Works | Oeuvres littéraires
Scattered Poems,"Collection of various poems written by Jack Kerouac, from as early as the late 1940s to 1967. Includes pieces from Kerouac's ""San Francisco Blues"" among others previously unpublished.","Kerouac, Jack",,City Lights Books,1971,,English,,,,Book,"<a href=""http://www.worldcat.org/oclc/163129"">163129</a>","1940-1967, United States",,,,,,,,,,,76,"San Francisco, California",City Lights Books,,9.78087E+12,,,"<div class=""element-text""><a href=""http://www.citylights.com/book/?GCOI=87286100412980"">Scattered Poems @ City Lights</a> <br/><br/> <a href=""http://books.google.com/books?id=0gQBkgAACAAJ&amp;dq=kerouac;+scattered+poems&amp;hl=en&amp;ei=LAjUTZCCFNPSgQfysa0u&amp;sa=X&amp;oi=book_result&amp;ct=result&amp;resnum=1&amp;ved=0CEoQ6AEwAA"">Scattered Poems @ Google Books</a></div>",,,,,https://francolibrary.com/archive/files/fbf92d6dc3ed457330c65e8279b74cc9.jpg,Gender and Sexuality;Literary Works -- Poetry;New York NY;Poetry;Religion;San Francisco CA,Literary Works | Oeuvres littéraires
Slow Monkeys and Other Stories,"A collection of short stories largely set in Maine with local characters, written by Maine native and author of the 2011 novel, ""Hull Creek.""

Features the following stories, in order of appearance:
Magic
The Dilly
C'est La Vie (originally published in American Fiction, vol. 9)
Giant
Jon-Clod (originally published in River City)
Orion (originally published in Jam Today)
Jade (originally published in Paris Transcontinental)
The Rain Barrel (originally published in Esquire)
Mackerel (originally published in Karamu)
Loons (originally published in Andy's Doghouse)
Slow Monkeys (originally published in The Clackamas Review)","Nichols, Jim",,Carnegie Mellon University Press,2002,,English,,,,Book,"<a href=""http://www.worldcat.org/oclc/51044695"">51044695</a>",,,,,,,,,,,,164,"Pittsburgh, Pennsylvania",Carnegie Mellon University Press,,9.78089E+12,,,"<div class=""element-text""><a href=""http://www.jimnichols.org/works.htm"">http://www.jimnichols.org/works.htm</a> <br/><br/> <a href=""http://books.google.com/books?id=Hg5EjGpGdO4C&amp;q=slow+monkeys&amp;dq=slow+monkeys&amp;hl=en&amp;ei=PMMlTsjONpTC0AHc0ezFDg&amp;sa=X&amp;oi=book_result&amp;ct=result&amp;resnum=1&amp;ved=0CCkQ6AEwAA"">Slow Monkeys... @ Google Books</a> <br/><br/> <a href=""http://www.maine.gov/tools/whatsnew/index.php?topic=LibMeWriters&amp;id=94920&amp;v=Article2"">Jim Nichols @ Maine Writers, Maine State Library</a></div>",,,,,https://francolibrary.com/archive/files/98eb34414a1991d12fbe52ffb6839322.jpg,Alcohol and Drugs;Bucksport ME;Community: Customs and Social Life;Death and Disaster;Family;Fiction and Literature;Fishing;Florida;Illness;Language and Linguistics;Literary Works -- Fiction;Literary Works -- Short fiction;Maine;Religion;Sports and Leisure;War;Youth,Literary Works | Oeuvres littéraires
Work in Progress,"Short fiction piece on a Franco American man - his name, his puzzles, his teeth, his temper, and how they were lost - as characterized in the narrations of his son.","Bishop, Jim",,,1984,,English,,,,Journal Article,"<a href=""http://www.worldcat.org/oclc/10990654"">10990654</a>",20th century,,,,,,English,,,,,,,,0890-3433,,1,Puckerbrush Review,"<div class=""element-text""><a href=""http://puckerbrushreview.com/"">http://puckerbrushreview.com/</a></div>",6,,,,https://francolibrary.com/archive/files/f5a972823ffb75535ad122c3192dfb43.jpg,Family;Fiction and Literature;Language and Linguistics;Literary Works -- Fiction;Literary Works -- Short fiction;Violence;Youth,Literary Works | Oeuvres littéraires
The Undefended Border,"Poem from a Vermont-native writer and performer. An exploration of border, cross-border, and interlingual Canadian-American identity in three moving historical parts.","Paige, Abby",,,2011,,English and français,,,,Magazine Article,"<a href=""http://www.worldcat.org/oclc/39960079"">39960079</a>","Late 19th century - early 21st century, Montréal, Québec, Canada, United States, and in between",,,,,,,,,,,,,,1521-8414,,,RHINO Poetry,"<div class=""element-text""><a href=""http://rhinopoetry.org/2011/08/15/the-undefended-border-audio-poem-by-abby-paige/"">http://rhinopoetry.org/2011/08/15/the-undefended-border-audio-poem-by-abby-paige/<br/></a> (full text available here)</div>",2011,,,,https://francolibrary.com/archive/files/70377435db9ad46f0348f0c83ac33f18.jpg,Acculturation and Assimilation;Emigration and Immigration;Family;Language and Linguistics;Literary Works -- Poetry;Montréal QC;Poetry;Québec;United States,Literary Works | Oeuvres littéraires
